,Job_Titile,Job_URL,Company_URL,Company,Rating,Job_Tyoe,Job_description,Post_Date,City,State,ZipCode,Min_salary,Max_salary
1352,"Software Engineer Intern, Audio",https://www.indeed.com/rc/clk?jk=3f615609afbdebff&fccid=f7f27aafffbc37a6&vjs=3,https://www.indeed.com/cmp/Roku-1,Roku,3.1,Internship,For New York Only - The estimated hourly rate for this position is between $20 and $50 per hour.,12/08/22,Grand Island,NE,68801,68641.78181076673,99835.17476732162
1357,Front End Web Specialist Intern,https://www.indeed.com/rc/clk?jk=0d3aea0c0dbdf108&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,The intern will work closely with the developers and share the same workload responsibilities.,12/10/22,Providence,RI,02903 ,39300.0,49800.0
1360,Explore Microsoft: Intern Opportunities for University Students,https://www.indeed.com/rc/clk?jk=977719663f57c501&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,Internship,US-based interns gain access to healthcare benefits and software discounts.,11/14/22,Boston,MA,02110 ,68641.78181076673,99835.17476732162
1366,Vehicle Engineering - Software Engineering Internship (Summer 2023),https://www.indeed.com/rc/clk?jk=3a1a6135228631e8&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Part-time
+2","As a software engineering intern in Vehicle Engineering, you will accelerate the pace of innovation, from design to production.",12/01/22,South Paris,ME,4281,70500.0,89300.0
1367,"Software Engineer Intern, 2023 Summer U.S.",https://www.indeed.com/rc/clk?jk=3306b5c7b5302ac3&fccid=e6d4ba9e2cfe7902&vjs=3,https://www.indeed.com/cmp/Atlassian,Atlassian,4.4,"Full-time
+1","Have experience with software engineering, expressed by previous internships, work experience, projects, or publications.",11/14/22,Boston,MA,02109 ,48200.0,61100.0
1369,"Software Engineering Internship, Diagnostics (Spring 2023)",https://www.indeed.com/rc/clk?jk=767aa16aec11ca6a&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Full-time
+3",Our vision is to have a diagnostic strategy and software that ensures our vehicles do not have to come to service for diagnosis.,11/28/22,Hartford,CT,06105 ,68500.0,86700.0
1371,Cybersecurity Internship - Summer 2023,https://www.indeed.com/rc/clk?jk=edc20d615d3f35dc&fccid=95485c6456ed2114&vjs=3,https://www.indeed.com/cmp/Wayfair,Wayfair,3.0,"Full-time
+1","Support and conduct security assessments of systems, data flows, and third party vendors.",11/19/22,Denver,CO,80207 ,65800.0,83300.0
1372,Summer 2023 Intern - Software Engineer (Tableau),https://www.indeed.com/rc/clk?jk=c15d6b115e30fce1&fccid=4027cfd917e1ee29&vjs=3,https://www.indeed.com/cmp/Salesforce,Salesforce,4.4,"Full-time
+1","Work closely with a team of engineers, product managers, user experience experts and performance engineers to build new features our customers will love, adopt…",11/14/22,Grand Island,NE,68801,68641.78181076673,99835.17476732162
1374,2023 Internship: Backend Developer,https://www.indeed.com/rc/clk?jk=28541f5dcdc4ad8d&fccid=de71a49b535e21cb&vjs=3,https://www.indeed.com/cmp/IBM,IBM,3.9,"Full-time
+2",Have a basic understanding of software development and programming languages.,12/08/22,West Greenwich,RI,2817,72200.0,91400.0
1379,Software Engineer Intern - Undergrad,https://www.indeed.com/rc/clk?jk=863fdc1d665c84b4&fccid=69c7d55b78dc7424&vjs=3,https://www.indeed.com/cmp/Proofpoint,Proofpoint,3.6,"Full-time
+1",At Proofpoint we are concerned with protecting our customers from threat and data loss.,12/12/22,Boston,MA,02110 ,4800.0,60700.0
1380,UI Software Development Intern (Winter/Spring 2023),https://www.indeed.com/rc/clk?jk=ef00e02de4e3c9dd&fccid=8e0192a48bd27a99&vjs=3,https://www.indeed.com/cmp/Formlabs,Formlabs,3.7,"Full-time
+1",Experience working on user interfaces for shipping software applications.,11/14/22,Boston,MA,02116 ,68641.78181076673,99835.17476732162
1381,Vehicle Engineering - Software Engineering Internship (Summer 2023),https://www.indeed.com/rc/clk?jk=3a1a6135228631e8&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Part-time
+2","As a software engineering intern in Vehicle Engineering, you will accelerate the pace of innovation, from design to production.",12/01/22,Marlborough,MA,01752 ,70500.0,89300.0
1382,"Software Engineer Intern, 2023 Summer U.S.",https://www.indeed.com/rc/clk?jk=3306b5c7b5302ac3&fccid=e6d4ba9e2cfe7902&vjs=3,https://www.indeed.com/cmp/Atlassian,Atlassian,4.4,"Full-time
+1","Have experience with software engineering, expressed by previous internships, work experience, projects, or publications.",11/14/22,Lake Orion,MI,48362,48200.0,61100.0
1383,Onshape R&D Software Engineering Intern (RCO),https://www.indeed.com/rc/clk?jk=a61ed87893e6aade&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,"Develop software (product, software tools or data analysis) to prevent, detect and diagnose issues.",12/10/22,San Francisco,CA,94134 ,39500.0,5000.0
1385,Software Engineering Summer Intern,https://www.indeed.com/rc/clk?jk=6008063d44b7811e&fccid=1b567d66763b30ee&vjs=3,https://www.indeed.com/cmp/Pegasystems,Pegasystems,3.6,"Part-time
+1","Work collaboratively with team members to design, develop, test, and document features, including the design and development of high-quality software.",11/14/22,South Paris,ME,4281,34700.0,43900.0
1386,Cybersecurity Internship - Summer 2023,https://www.indeed.com/rc/clk?jk=edc20d615d3f35dc&fccid=95485c6456ed2114&vjs=3,https://www.indeed.com/cmp/Wayfair,Wayfair,3.0,"Full-time
+1","Support and conduct security assessments of systems, data flows, and third party vendors.",11/19/22,Boston,MA,02109 ,65800.0,83300.0
1389,2023 Internship: Backend Developer,https://www.indeed.com/rc/clk?jk=28541f5dcdc4ad8d&fccid=de71a49b535e21cb&vjs=3,https://www.indeed.com/cmp/IBM,IBM,3.9,"Full-time
+2",Have a basic understanding of software development and programming languages.,12/08/22,Hartford,CT,06105 ,72200.0,91400.0
1390,Software Development Test Intern,https://www.indeed.com/rc/clk?jk=fd17d8fcf1a8041b&fccid=459cce68967c1b3b&vjs=3,https://www.indeed.com/cmp/Blue-Cross-Blue-Shield-of-Massachusetts,Blue Cross Blue Shield of Massachusetts,4.0,"Full-time
+1","Work alongside Senior Quality Engineers, Solution developer and automation engineers, you will have the unique experience of understanding our release process…",11/14/22,Denver,CO,80207 ,47700.0,60300.0
1393,Software Dev Engineer Intern (Summer 2023),https://www.indeed.com/rc/clk?jk=d17245ba8f2bd57c&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,"Amazon Dev Center U.S., Inc.",3.5,"Full-time
+1",Our interns write real software and collaborate with a select group of experienced software development engineers (SDEs) who guide interns on projects that…,11/14/22,West Greenwich,RI,2817,68641.78181076673,99835.17476732162
1395,UI Software Development Intern (Winter/Spring 2023),https://www.indeed.com/rc/clk?jk=ef00e02de4e3c9dd&fccid=8e0192a48bd27a99&vjs=3,https://www.indeed.com/cmp/Formlabs,Formlabs,3.7,"Full-time
+1",Experience working on user interfaces for shipping software applications.,11/14/22,Providence,RI,02903 ,68641.78181076673,99835.17476732162
1398,Onshape R&D Software Engineering Intern (RCO),https://www.indeed.com/rc/clk?jk=a61ed87893e6aade&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,"Develop software (product, software tools or data analysis) to prevent, detect and diagnose issues.",12/10/22,Boston,MA,02110 ,39500.0,5000.0
1399,"Software Engineering Internship, Diagnostics (Spring 2023)",https://www.indeed.com/rc/clk?jk=767aa16aec11ca6a&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Full-time
+3",Our vision is to have a diagnostic strategy and software that ensures our vehicles do not have to come to service for diagnosis.,11/28/22,Boston,MA,02116 ,68500.0,86700.0
1400,Software Engineering Summer Intern,https://www.indeed.com/rc/clk?jk=6008063d44b7811e&fccid=1b567d66763b30ee&vjs=3,https://www.indeed.com/cmp/Pegasystems,Pegasystems,3.6,"Part-time
+1","Work collaboratively with team members to design, develop, test, and document features, including the design and development of high-quality software.",11/14/22,Marlborough,MA,01752 ,34700.0,43900.0
1401,Cybersecurity Internship - Summer 2023,https://www.indeed.com/rc/clk?jk=edc20d615d3f35dc&fccid=95485c6456ed2114&vjs=3,https://www.indeed.com/cmp/Wayfair,Wayfair,3.0,"Full-time
+1","Support and conduct security assessments of systems, data flows, and third party vendors.",11/19/22,Lake Orion,MI,48362,65800.0,83300.0
1402,Summer 2023 Intern - Software Engineer (Tableau),https://www.indeed.com/rc/clk?jk=c15d6b115e30fce1&fccid=4027cfd917e1ee29&vjs=3,https://www.indeed.com/cmp/Salesforce,Salesforce,4.4,"Full-time
+1","Work closely with a team of engineers, product managers, user experience experts and performance engineers to build new features our customers will love, adopt…",11/14/22,San Francisco,CA,94134 ,68641.78181076673,99835.17476732162
1404,2023 Internship: Backend Developer,https://www.indeed.com/rc/clk?jk=28541f5dcdc4ad8d&fccid=de71a49b535e21cb&vjs=3,https://www.indeed.com/cmp/IBM,IBM,3.9,"Full-time
+2",Have a basic understanding of software development and programming languages.,12/08/22,South Paris,ME,4281,72200.0,91400.0
1405,Software Development Test Intern,https://www.indeed.com/rc/clk?jk=fd17d8fcf1a8041b&fccid=459cce68967c1b3b&vjs=3,https://www.indeed.com/cmp/Blue-Cross-Blue-Shield-of-Massachusetts,Blue Cross Blue Shield of Massachusetts,4.0,"Full-time
+1","Work alongside Senior Quality Engineers, Solution developer and automation engineers, you will have the unique experience of understanding our release process…",11/14/22,Boston,MA,02109 ,47700.0,60300.0
1408,Software Dev Engineer Intern (Summer 2023),https://www.indeed.com/rc/clk?jk=d17245ba8f2bd57c&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,"Amazon Dev Center U.S., Inc.",3.5,"Full-time
+1",Our interns write real software and collaborate with a select group of experienced software development engineers (SDEs) who guide interns on projects that…,11/14/22,Hartford,CT,06105 ,68641.78181076673,99835.17476732162
1409,Software Engineer Intern - Undergrad,https://www.indeed.com/rc/clk?jk=863fdc1d665c84b4&fccid=69c7d55b78dc7424&vjs=3,https://www.indeed.com/cmp/Proofpoint,Proofpoint,3.6,"Full-time
+1",At Proofpoint we are concerned with protecting our customers from threat and data loss.,12/12/22,Denver,CO,80207 ,4800.0,60700.0
1410,UI Software Development Intern (Winter/Spring 2023),https://www.indeed.com/rc/clk?jk=ef00e02de4e3c9dd&fccid=8e0192a48bd27a99&vjs=3,https://www.indeed.com/cmp/Formlabs,Formlabs,3.7,"Full-time
+1",Experience working on user interfaces for shipping software applications.,11/14/22,Grand Island,NE,68801,68641.78181076673,99835.17476732162
1412,"Software Engineer Intern, 2023 Summer U.S.",https://www.indeed.com/rc/clk?jk=3306b5c7b5302ac3&fccid=e6d4ba9e2cfe7902&vjs=3,https://www.indeed.com/cmp/Atlassian,Atlassian,4.4,"Full-time
+1","Have experience with software engineering, expressed by previous internships, work experience, projects, or publications.",11/14/22,West Greenwich,RI,2817,48200.0,61100.0
1413,Onshape R&D Software Engineering Intern (RCO),https://www.indeed.com/rc/clk?jk=a61ed87893e6aade&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,"Develop software (product, software tools or data analysis) to prevent, detect and diagnose issues.",12/10/22,Marlborough,MA,01752 ,39500.0,5000.0
1415,Software Engineering Summer Intern,https://www.indeed.com/rc/clk?jk=6008063d44b7811e&fccid=1b567d66763b30ee&vjs=3,https://www.indeed.com/cmp/Pegasystems,Pegasystems,3.6,"Part-time
+1","Work collaboratively with team members to design, develop, test, and document features, including the design and development of high-quality software.",11/14/22,Providence,RI,02903 ,34700.0,43900.0
1416,Cybersecurity Internship - Summer 2023,https://www.indeed.com/rc/clk?jk=edc20d615d3f35dc&fccid=95485c6456ed2114&vjs=3,https://www.indeed.com/cmp/Wayfair,Wayfair,3.0,"Full-time
+1","Support and conduct security assessments of systems, data flows, and third party vendors.",11/19/22,Boston,MA,02110 ,65800.0,83300.0
1418,2023 Software Engineer Program - Summer Internship Opportunities,https://www.indeed.com/rc/clk?jk=8be3f3e0cbfec133&fccid=aaf3b433897ea465&vjs=3,https://www.indeed.com/cmp/Chase-2,"JPMorgan Chase Bank, N.A.",3.8,"Full-time
+1",Relevant internship experience and/or leadership in school or community organizations.,,Boston,MA,02116 ,68641.78181076673,99835.17476732162
1420,Software Development Test Intern,https://www.indeed.com/rc/clk?jk=fd17d8fcf1a8041b&fccid=459cce68967c1b3b&vjs=3,https://www.indeed.com/cmp/Blue-Cross-Blue-Shield-of-Massachusetts,Blue Cross Blue Shield of Massachusetts,4.0,"Full-time
+1","Work alongside Senior Quality Engineers, Solution developer and automation engineers, you will have the unique experience of understanding our release process…",11/14/22,Lake Orion,MI,48362,47700.0,60300.0
1423,Software Dev Engineer Intern (Summer 2023),https://www.indeed.com/rc/clk?jk=d17245ba8f2bd57c&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,"Amazon Dev Center U.S., Inc.",3.5,"Full-time
+1",Our interns write real software and collaborate with a select group of experienced software development engineers (SDEs) who guide interns on projects that…,11/14/22,South Paris,ME,4281,68641.78181076673,99835.17476732162
1424,Software Engineer Intern - Undergrad,https://www.indeed.com/rc/clk?jk=863fdc1d665c84b4&fccid=69c7d55b78dc7424&vjs=3,https://www.indeed.com/cmp/Proofpoint,Proofpoint,3.6,"Full-time
+1",At Proofpoint we are concerned with protecting our customers from threat and data loss.,12/12/22,Boston,MA,02109 ,4800.0,60700.0
1427,"Software Engineer Intern, 2023 Summer U.S.",https://www.indeed.com/rc/clk?jk=3306b5c7b5302ac3&fccid=e6d4ba9e2cfe7902&vjs=3,https://www.indeed.com/cmp/Atlassian,Atlassian,4.4,"Full-time
+1","Have experience with software engineering, expressed by previous internships, work experience, projects, or publications.",11/14/22,Providence,RI,02903 ,48200.0,61100.0
1430,Software Engineering Summer Intern,https://www.indeed.com/rc/clk?jk=6008063d44b7811e&fccid=1b567d66763b30ee&vjs=3,https://www.indeed.com/cmp/Pegasystems,Pegasystems,3.6,"Part-time
+1","Work collaboratively with team members to design, develop, test, and document features, including the design and development of high-quality software.",11/14/22,Hartford,CT,06105 ,34700.0,43900.0
1432,Summer 2023 Intern - Software Engineer (Tableau),https://www.indeed.com/rc/clk?jk=c15d6b115e30fce1&fccid=4027cfd917e1ee29&vjs=3,https://www.indeed.com/cmp/Salesforce,Salesforce,4.4,"Full-time
+1","Work closely with a team of engineers, product managers, user experience experts and performance engineers to build new features our customers will love, adopt…",11/14/22,Boston,MA,02116 ,68641.78181076673,99835.17476732162
1434,2023 Internship: Backend Developer,https://www.indeed.com/rc/clk?jk=28541f5dcdc4ad8d&fccid=de71a49b535e21cb&vjs=3,https://www.indeed.com/cmp/IBM,IBM,3.9,"Full-time
+2",Have a basic understanding of software development and programming languages.,12/08/22,Grand Island,NE,68801,72200.0,91400.0
1437,"Software Engineer, Intern",https://www.indeed.com/rc/clk?jk=d4931e88072c35e4&fccid=4ad12104a44e9eb6&vjs=3,https://www.indeed.com/cmp/Circle,Circle,3.7,Internship,"Experience in the deployment of production-quality, scalable software.",12/01/22,West Greenwich,RI,2817,58400.0,7400.0
1438,Software Dev Engineer Intern (Summer 2023),https://www.indeed.com/rc/clk?jk=d17245ba8f2bd57c&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,"Amazon Dev Center U.S., Inc.",3.5,"Full-time
+1",Our interns write real software and collaborate with a select group of experienced software development engineers (SDEs) who guide interns on projects that…,11/14/22,Lake Orion,MI,48362,68641.78181076673,99835.17476732162
1439,Software Engineer Intern - Undergrad,https://www.indeed.com/rc/clk?jk=863fdc1d665c84b4&fccid=69c7d55b78dc7424&vjs=3,https://www.indeed.com/cmp/Proofpoint,Proofpoint,3.6,"Full-time
+1",At Proofpoint we are concerned with protecting our customers from threat and data loss.,12/12/22,San Francisco,CA,94134 ,4800.0,60700.0
1448,2023 Software Engineer Program - Summer Internship Opportunities,https://www.indeed.com/rc/clk?jk=8be3f3e0cbfec133&fccid=aaf3b433897ea465&vjs=3,https://www.indeed.com/cmp/Chase-2,"JPMorgan Chase Bank, N.A.",3.8,"Full-time
+1",Relevant internship experience and/or leadership in school or community organizations.,,Grand Island,NE,68801,68641.78181076673,99835.17476732162
1450,Software Development Test Intern,https://www.indeed.com/rc/clk?jk=fd17d8fcf1a8041b&fccid=459cce68967c1b3b&vjs=3,https://www.indeed.com/cmp/Blue-Cross-Blue-Shield-of-Massachusetts,Blue Cross Blue Shield of Massachusetts,4.0,"Full-time
+1","Work alongside Senior Quality Engineers, Solution developer and automation engineers, you will have the unique experience of understanding our release process…",11/14/22,Boston,MA,02110 ,47700.0,60300.0
1452,"Software Engineer, Intern",https://www.indeed.com/rc/clk?jk=d4931e88072c35e4&fccid=4ad12104a44e9eb6&vjs=3,https://www.indeed.com/cmp/Circle,Circle,3.7,Internship,"Experience in the deployment of production-quality, scalable software.",12/01/22,Boston,MA,02116 ,58400.0,7400.0
1454,Software Engineer Intern - Undergrad,https://www.indeed.com/rc/clk?jk=863fdc1d665c84b4&fccid=69c7d55b78dc7424&vjs=3,https://www.indeed.com/cmp/Proofpoint,Proofpoint,3.6,"Full-time
+1",At Proofpoint we are concerned with protecting our customers from threat and data loss.,12/12/22,Marlborough,MA,01752 ,4800.0,60700.0
