,Job_Titile,Job_URL,Company_URL,Company,Rating,Job_Tyoe,Job_description,Post_Date,City,State,ZipCode,Min_salary,Max_salary
3022,Software Engineer,https://www.indeed.com/rc/clk?jk=e9b6de8a296af380&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,Full-time,"Ability to meet Microsoft, customer and/or government security screening requirements are required for this role.",12/11/22,Lake Orion,MI,48362,68641.78181076673,99835.17476732162
3023,Software Engineer I - New Jersey,https://www.indeed.com/rc/clk?jk=cd7db02f0bd2423a&fccid=5bd99dfa21c8a490&vjs=3,https://www.indeed.com/cmp/Bank-of-America,Bank of America,3.8,Full-time,"Familiar with software development lifecycles, CI/CD toolchains and modern technology architectures.",11/14/22,San Francisco,CA,94134 ,68641.78181076673,99835.17476732162
3026,Software Engineer II (Remote Option*),https://www.indeed.com/rc/clk?jk=be578c7beba1ef43&fccid=2c62e4de04b8f952&vjs=3,https://www.indeed.com/cmp/Nike,Nike,4.1,Full-time,"You will be involved in designing and building secure, highly scalable and innovative full stack solutions in a continuous delivery model on the Nike cloud…",11/14/22,Boston,MA,02109 ,121000.0,182000.0
3028,Software Engineer Associate - Early Career,https://www.indeed.com/rc/clk?jk=a6114398ea0aab21&fccid=6240c667c0daf144&vjs=3,https://www.indeed.com/cmp/Sikorsky-Aircraft-Corporation,Sikorsky Aircraft Corporation,4.0,"Full-time
+2","Security Clearance Statement: This position requires a government security clearance, you must be a US Citizen for consideration.",11/27/22,Hartford,CT,06105 ,58900.0,98100.0
3037,Graduate Software Engineer,https://www.indeed.com/rc/clk?jk=ab60705252c6059d&fccid=0b3564a667f52b8b&vjs=3,https://www.indeed.com/cmp/Wise-6,Wise,4.1,Full-time,At Wise you'll work on challenging technical problems across the full product life-cycle and you'll build great products for our customers by contributing data…,12/10/22,Boston,MA,02110 ,68641.78181076673,99835.17476732162
3039,Jr Software Engineer Java,https://www.indeed.com/rc/clk?jk=0069738a858a01fa&fccid=78a1d3439f00301c&vjs=3,https://www.indeed.com/cmp/Vsolvit-LLC,VSolvit LLC,3.5,Full-time,Provides system software support for both front-end and backend.,11/14/22,Boston,MA,02116 ,35.0,45.0
3040,IT Software Developer,https://www.indeed.com/rc/clk?jk=0c6201a24f1d0c0f&fccid=45c04be7e2c1a618&vjs=3,https://www.indeed.com/cmp/Miami-Dade-County,Miami-Dade County,4.2,Full-time,Two years of experience in software development and systems analysis are required.,11/14/22,Chubbuck,ID,83202,73674.0,99835.17476732162
3042,Software Engineer,https://www.indeed.com/rc/clk?jk=2e62989689f15b87&fccid=1c7c12a449bf4504&vjs=3,https://www.indeed.com/cmp/Children's-Mercy-Kc,Children's Mercy KC,3.8,Full-time,"Bachelor's Degree Programming, CCL, MSSQL, OracleSQL, Visual Studio and 3-5 years experience.",12/08/22,San Francisco,CA,94134 ,68641.78181076673,99835.17476732162
3045,Software Engineer 1,https://www.indeed.com/rc/clk?jk=c321400a3836da26&fccid=5ac3fadc1f823e63&vjs=3,https://www.indeed.com/cmp/Pacific-Northwest-National-Laboratory-5,Pacific Northwest National Laboratory,4.0,Full-time,The candidate will be required to communicate clearly and effectively with colleagues and clients.,12/08/22,Boston,MA,02109 ,68641.78181076673,99835.17476732162
3047,Software Engineering Apprentice (Code2College) - Summer 2023 RDSS Compute Farm,https://www.indeed.com/rc/clk?jk=7772def989bd6625&fccid=ff784f6295a20a5c&vjs=3,https://www.indeed.com/cmp/National-Instruments-1,National Instruments,3.0,"Full-time
+3","Software development project opportunities include development tools, compiler design, graphical user interface, kernel-level drivers, instrument drivers,…",11/14/22,Hartford,CT,06105 ,3.0,99835.17476732162
3049,Software Engineer I - New Jersey,https://www.indeed.com/rc/clk?jk=cd7db02f0bd2423a&fccid=5bd99dfa21c8a490&vjs=3,https://www.indeed.com/cmp/Bank-of-America,Bank of America,3.8,Full-time,"Familiar with software development lifecycles, CI/CD toolchains and modern technology architectures.",11/14/22,Grand Island,NE,68801,68641.78181076673,99835.17476732162
3050,Software Engineer (Remote Work Options),https://www.indeed.com/rc/clk?jk=fdfd4880ee0af4cf&fccid=b451154311310673&vjs=3,https://www.indeed.com/cmp/Shelter-Insurance,Shelter Insurance,3.7,"Full-time
+1","Develop, test, maintain and document software to meet the needs of our business community.",12/12/22,West Greenwich,RI,2817,68640.0,99835.17476732162
3051,2023 University Graduate - Software Development Engineer 1,https://www.indeed.com/rc/clk?jk=5d518aade2b7c744&fccid=f89deb5a97c7738a&vjs=3,https://www.indeed.com/cmp/Adobe,Adobe,4.3,Full-time,"Adobe is seeking talented and passionate Software Engineer across all organizations to help plan, design, develop, and test software systems or applications for…",11/18/22,Denver,CO,80207 ,68641.78181076673,99835.17476732162
3058,Graduate Software Engineer,https://www.indeed.com/rc/clk?jk=ab60705252c6059d&fccid=0b3564a667f52b8b&vjs=3,https://www.indeed.com/cmp/Wise-6,Wise,4.1,Full-time,At Wise you'll work on challenging technical problems across the full product life-cycle and you'll build great products for our customers by contributing data…,12/10/22,Boston,MA,02116 ,68641.78181076673,99835.17476732162
3059,Software Engineer Co-Op (Spring 2023 - Yarmouth),https://www.indeed.com/rc/clk?jk=5a748f5c432c9b73&fccid=70a994275a3b9062&vjs=3,https://www.indeed.com/cmp/Garmin,"Garmin International, Inc.",3.7,"Full-time
+1",Learn to perform software releases and software quality assurance activities.,11/14/22,Chubbuck,ID,83202,1.0,99835.17476732162
3063,Software Engineer II (Remote Option*),https://www.indeed.com/rc/clk?jk=be578c7beba1ef43&fccid=2c62e4de04b8f952&vjs=3,https://www.indeed.com/cmp/Nike,Nike,4.1,Full-time,"You will be involved in designing and building secure, highly scalable and innovative full stack solutions in a continuous delivery model on the Nike cloud…",11/14/22,South Paris,ME,4281,121000.0,182000.0
3064,Jr Software Engineer Java,https://www.indeed.com/rc/clk?jk=0069738a858a01fa&fccid=78a1d3439f00301c&vjs=3,https://www.indeed.com/cmp/Vsolvit-LLC,VSolvit LLC,3.5,Full-time,Provides system software support for both front-end and backend.,11/14/22,Boston,MA,02109 ,35.0,45.0
3068,Software Engineer,https://www.indeed.com/rc/clk?jk=2e62989689f15b87&fccid=1c7c12a449bf4504&vjs=3,https://www.indeed.com/cmp/Children's-Mercy-Kc,Children's Mercy KC,3.8,Full-time,"Bachelor's Degree Programming, CCL, MSSQL, OracleSQL, Visual Studio and 3-5 years experience.",12/08/22,Grand Island,NE,68801,68641.78181076673,99835.17476732162
3069,JR Software Developer (Remote),https://www.indeed.com/rc/clk?jk=e6f8c3066a981e7e&fccid=6c53b018fdbbc4dd&vjs=3,https://www.indeed.com/cmp/Jaggaer,Jaggaer,2.7,Full-time,You will start building production ready software right away.,12/08/22,West Greenwich,RI,2817,68641.78181076673,99835.17476732162
3076,Software Engineer I (Remote Option*),https://www.indeed.com/rc/clk?jk=c2b8034e5dd8b86a&fccid=2c62e4de04b8f952&vjs=3,https://www.indeed.com/cmp/Nike,Nike,4.1,Full-time,"Experience with Version control tools such as Github, and Atlassian products as JIRA and Confluence.",11/14/22,Boston,MA,02110 ,107500.0,161500.0
3077,Software Engineering Apprentice (Code2College) - Summer 2023 RDSS Compute Farm,https://www.indeed.com/rc/clk?jk=7772def989bd6625&fccid=ff784f6295a20a5c&vjs=3,https://www.indeed.com/cmp/National-Instruments-1,National Instruments,3.0,"Full-time
+3","Software development project opportunities include development tools, compiler design, graphical user interface, kernel-level drivers, instrument drivers,…",11/14/22,Boston,MA,02116 ,3.0,99835.17476732162
3079,Software Engineer I - New Jersey,https://www.indeed.com/rc/clk?jk=cd7db02f0bd2423a&fccid=5bd99dfa21c8a490&vjs=3,https://www.indeed.com/cmp/Bank-of-America,Bank of America,3.8,Full-time,"Familiar with software development lifecycles, CI/CD toolchains and modern technology architectures.",11/14/22,Lake Orion,MI,48362,68641.78181076673,99835.17476732162
3080,Software Engineer (Remote Work Options),https://www.indeed.com/rc/clk?jk=fdfd4880ee0af4cf&fccid=b451154311310673&vjs=3,https://www.indeed.com/cmp/Shelter-Insurance,Shelter Insurance,3.7,"Full-time
+1","Develop, test, maintain and document software to meet the needs of our business community.",12/12/22,San Francisco,CA,94134 ,68640.0,99835.17476732162
3082,"Software Engineer, 2023 U.S. Graduate",https://www.indeed.com/rc/clk?jk=c599d90a1535f34d&fccid=e6d4ba9e2cfe7902&vjs=3,https://www.indeed.com/cmp/Atlassian,Atlassian,4.4,Full-time,"On day one, you will be a valued part of our development team, trusted to make changes to code that directly improve our products, while gaining deep technical…",11/14/22,South Paris,ME,4281,68641.78181076673,99835.17476732162
3085,Software Engineer- Recent Graduate,https://www.indeed.com/rc/clk?jk=b887eb6936849a06&fccid=978d9fd9799d55a8&vjs=3,https://www.indeed.com/cmp/Paypal,PayPal,3.9,Full-time,Code high-volume and scalable software (front-end and/or back-end focused).,11/14/22,Hartford,CT,06105 ,68641.78181076673,99835.17476732162
3088,Graduate Software Engineer,https://www.indeed.com/rc/clk?jk=ab60705252c6059d&fccid=0b3564a667f52b8b&vjs=3,https://www.indeed.com/cmp/Wise-6,Wise,4.1,Full-time,At Wise you'll work on challenging technical problems across the full product life-cycle and you'll build great products for our customers by contributing data…,12/10/22,Grand Island,NE,68801,68641.78181076673,99835.17476732162
3092,Software Engineer,https://www.indeed.com/rc/clk?jk=e9b6de8a296af380&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,Full-time,"Ability to meet Microsoft, customer and/or government security screening requirements are required for this role.",12/11/22,Providence,RI,02903 ,68641.78181076673,99835.17476732162
3095,IT Software Developer,https://www.indeed.com/rc/clk?jk=0c6201a24f1d0c0f&fccid=45c04be7e2c1a618&vjs=3,https://www.indeed.com/cmp/Miami-Dade-County,Miami-Dade County,4.2,Full-time,Two years of experience in software development and systems analysis are required.,11/14/22,Boston,MA,02110 ,73674.0,99835.17476732162
3098,Software Engineer,https://www.indeed.com/rc/clk?jk=2e62989689f15b87&fccid=1c7c12a449bf4504&vjs=3,https://www.indeed.com/cmp/Children's-Mercy-Kc,Children's Mercy KC,3.8,Full-time,"Bachelor's Degree Programming, CCL, MSSQL, OracleSQL, Visual Studio and 3-5 years experience.",12/08/22,Lake Orion,MI,48362,68641.78181076673,99835.17476732162
3099,JR Software Developer (Remote),https://www.indeed.com/rc/clk?jk=e6f8c3066a981e7e&fccid=6c53b018fdbbc4dd&vjs=3,https://www.indeed.com/cmp/Jaggaer,Jaggaer,2.7,Full-time,You will start building production ready software right away.,12/08/22,San Francisco,CA,94134 ,68641.78181076673,99835.17476732162
3101,Software Engineer (Apex Legends),https://www.indeed.com/rc/clk?jk=6e73a8856bda75aa&fccid=617d7f961cfcf54a&vjs=3,https://www.indeed.com/cmp/Electronic-Arts,Electronic Arts,3.8,Full-time,"You will support our partners through day-to-day user feedback, documentation, and one-on-one training.",11/25/22,South Paris,ME,4281,68641.78181076673,99835.17476732162
3105,Software Engineer 1,https://www.indeed.com/rc/clk?jk=c321400a3836da26&fccid=5ac3fadc1f823e63&vjs=3,https://www.indeed.com/cmp/Pacific-Northwest-National-Laboratory-5,Pacific Northwest National Laboratory,4.0,Full-time,The candidate will be required to communicate clearly and effectively with colleagues and clients.,12/08/22,Hartford,CT,06105 ,68641.78181076673,99835.17476732162
3106,Software Engineer I (Remote Option*),https://www.indeed.com/rc/clk?jk=c2b8034e5dd8b86a&fccid=2c62e4de04b8f952&vjs=3,https://www.indeed.com/cmp/Nike,Nike,4.1,Full-time,"Experience with Version control tools such as Github, and Atlassian products as JIRA and Confluence.",11/14/22,Denver,CO,80207 ,107500.0,161500.0
3107,Software Engineering Apprentice (Code2College) - Summer 2023 RDSS Compute Farm,https://www.indeed.com/rc/clk?jk=7772def989bd6625&fccid=ff784f6295a20a5c&vjs=3,https://www.indeed.com/cmp/National-Instruments-1,National Instruments,3.0,"Full-time
+3","Software development project opportunities include development tools, compiler design, graphical user interface, kernel-level drivers, instrument drivers,…",11/14/22,Grand Island,NE,68801,3.0,99835.17476732162
3109,Software Engineer I - New Jersey,https://www.indeed.com/rc/clk?jk=cd7db02f0bd2423a&fccid=5bd99dfa21c8a490&vjs=3,https://www.indeed.com/cmp/Bank-of-America,Bank of America,3.8,Full-time,"Familiar with software development lifecycles, CI/CD toolchains and modern technology architectures.",11/14/22,West Greenwich,RI,2817,68641.78181076673,99835.17476732162
3111,2023 University Graduate - Software Development Engineer 1,https://www.indeed.com/rc/clk?jk=5d518aade2b7c744&fccid=f89deb5a97c7738a&vjs=3,https://www.indeed.com/cmp/Adobe,Adobe,4.3,Full-time,"Adobe is seeking talented and passionate Software Engineer across all organizations to help plan, design, develop, and test software systems or applications for…",11/18/22,Providence,RI,02903 ,68641.78181076673,99835.17476732162
3115,Software Engineer- Recent Graduate,https://www.indeed.com/rc/clk?jk=b887eb6936849a06&fccid=978d9fd9799d55a8&vjs=3,https://www.indeed.com/cmp/Paypal,PayPal,3.9,Full-time,Code high-volume and scalable software (front-end and/or back-end focused).,11/14/22,Boston,MA,02116 ,68641.78181076673,99835.17476732162
3116,Integration Developer I - Remote,https://www.indeed.com/rc/clk?jk=ea14d7472e00adb2&fccid=14a2e8fddb8e31c4&vjs=3,https://www.indeed.com/cmp/Arkansas-Children's-Hospital,Arkansas Children's Hospital,4.0,Full-time,Evaluates existing components and systems to determine integration requirements and to ensure final solutions meet organizational needs.,12/11/22,Marlborough,MA,01752 ,68641.78181076673,99835.17476732162
3118,Graduate Software Engineer,https://www.indeed.com/rc/clk?jk=ab60705252c6059d&fccid=0b3564a667f52b8b&vjs=3,https://www.indeed.com/cmp/Wise-6,Wise,4.1,Full-time,At Wise you'll work on challenging technical problems across the full product life-cycle and you'll build great products for our customers by contributing data…,12/10/22,San Francisco,CA,94134 ,68641.78181076673,99835.17476732162
3124,Jr Software Engineer Java,https://www.indeed.com/rc/clk?jk=0069738a858a01fa&fccid=78a1d3439f00301c&vjs=3,https://www.indeed.com/cmp/Vsolvit-LLC,VSolvit LLC,3.5,Full-time,Provides system software support for both front-end and backend.,11/14/22,Hartford,CT,06105 ,35.0,45.0
3125,IT Software Developer,https://www.indeed.com/rc/clk?jk=0c6201a24f1d0c0f&fccid=45c04be7e2c1a618&vjs=3,https://www.indeed.com/cmp/Miami-Dade-County,Miami-Dade County,4.2,Full-time,Two years of experience in software development and systems analysis are required.,11/14/22,Denver,CO,80207 ,73674.0,99835.17476732162
3128,Software Engineer,https://www.indeed.com/rc/clk?jk=2e62989689f15b87&fccid=1c7c12a449bf4504&vjs=3,https://www.indeed.com/cmp/Children's-Mercy-Kc,Children's Mercy KC,3.8,Full-time,"Bachelor's Degree Programming, CCL, MSSQL, OracleSQL, Visual Studio and 3-5 years experience.",12/08/22,West Greenwich,RI,2817,68641.78181076673,99835.17476732162
3129,JR Software Developer (Remote),https://www.indeed.com/rc/clk?jk=e6f8c3066a981e7e&fccid=6c53b018fdbbc4dd&vjs=3,https://www.indeed.com/cmp/Jaggaer,Jaggaer,2.7,Full-time,You will start building production ready software right away.,12/08/22,Marlborough,MA,01752 ,68641.78181076673,99835.17476732162
3131,Software Engineer (Apex Legends),https://www.indeed.com/rc/clk?jk=6e73a8856bda75aa&fccid=617d7f961cfcf54a&vjs=3,https://www.indeed.com/cmp/Electronic-Arts,Electronic Arts,3.8,Full-time,"You will support our partners through day-to-day user feedback, documentation, and one-on-one training.",11/25/22,Providence,RI,02903 ,68641.78181076673,99835.17476732162
3134,Frontend Engineer Apprenticeship,https://www.indeed.com/rc/clk?jk=fc594e77f35426e6&fccid=93eab1e2c6a91b62&vjs=3,https://www.indeed.com/cmp/Fetch,Fetch,3.6,"Full-time
+1",Experience with Tailwind CSS or similar utility-first CSS framework.,12/12/22,Boston,MA,02116 ,1.0,99835.17476732162
3136,Software Engineer I (Remote Option*),https://www.indeed.com/rc/clk?jk=c2b8034e5dd8b86a&fccid=2c62e4de04b8f952&vjs=3,https://www.indeed.com/cmp/Nike,Nike,4.1,Full-time,"Experience with Version control tools such as Github, and Atlassian products as JIRA and Confluence.",11/14/22,Lake Orion,MI,48362,107500.0,161500.0
3137,Software Engineering Apprentice (Code2College) - Summer 2023 RDSS Compute Farm,https://www.indeed.com/rc/clk?jk=7772def989bd6625&fccid=ff784f6295a20a5c&vjs=3,https://www.indeed.com/cmp/National-Instruments-1,National Instruments,3.0,"Full-time
+3","Software development project opportunities include development tools, compiler design, graphical user interface, kernel-level drivers, instrument drivers,…",11/14/22,San Francisco,CA,94134 ,3.0,99835.17476732162
3139,Software Engineer I - New Jersey,https://www.indeed.com/rc/clk?jk=cd7db02f0bd2423a&fccid=5bd99dfa21c8a490&vjs=3,https://www.indeed.com/cmp/Bank-of-America,Bank of America,3.8,Full-time,"Familiar with software development lifecycles, CI/CD toolchains and modern technology architectures.",11/14/22,South Paris,ME,4281,68641.78181076673,99835.17476732162
3140,Software Engineer (Remote Work Options),https://www.indeed.com/rc/clk?jk=fdfd4880ee0af4cf&fccid=b451154311310673&vjs=3,https://www.indeed.com/cmp/Shelter-Insurance,Shelter Insurance,3.7,"Full-time
+1","Develop, test, maintain and document software to meet the needs of our business community.",12/12/22,Boston,MA,02109 ,68640.0,99835.17476732162
3146,Integration Developer I - Remote,https://www.indeed.com/rc/clk?jk=ea14d7472e00adb2&fccid=14a2e8fddb8e31c4&vjs=3,https://www.indeed.com/cmp/Arkansas-Children's-Hospital,Arkansas Children's Hospital,4.0,Full-time,Evaluates existing components and systems to determine integration requirements and to ensure final solutions meet organizational needs.,12/11/22,Hartford,CT,06105 ,68641.78181076673,99835.17476732162
3153,Software Engineer,https://www.indeed.com/rc/clk?jk=e9b6de8a296af380&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,Full-time,"Ability to meet Microsoft, customer and/or government security screening requirements are required for this role.",12/11/22,West Greenwich,RI,2817,68641.78181076673,99835.17476732162
3154,Software Engineer II (Remote Option*),https://www.indeed.com/rc/clk?jk=be578c7beba1ef43&fccid=2c62e4de04b8f952&vjs=3,https://www.indeed.com/cmp/Nike,Nike,4.1,Full-time,"You will be involved in designing and building secure, highly scalable and innovative full stack solutions in a continuous delivery model on the Nike cloud…",11/14/22,Lake Orion,MI,48362,121000.0,182000.0
3155,Jr Software Engineer Java,https://www.indeed.com/rc/clk?jk=0069738a858a01fa&fccid=78a1d3439f00301c&vjs=3,https://www.indeed.com/cmp/Vsolvit-LLC,VSolvit LLC,3.5,Full-time,Provides system software support for both front-end and backend.,11/14/22,San Francisco,CA,94134 ,35.0,45.0
3162,Frontend Engineer Apprenticeship,https://www.indeed.com/rc/clk?jk=fc594e77f35426e6&fccid=93eab1e2c6a91b62&vjs=3,https://www.indeed.com/cmp/Fetch,Fetch,3.6,"Full-time
+1",Experience with Tailwind CSS or similar utility-first CSS framework.,12/12/22,Denver,CO,80207 ,1.0,99835.17476732162
3164,Software Engineer (Apex Legends),https://www.indeed.com/rc/clk?jk=6e73a8856bda75aa&fccid=617d7f961cfcf54a&vjs=3,https://www.indeed.com/cmp/Electronic-Arts,Electronic Arts,3.8,Full-time,"You will support our partners through day-to-day user feedback, documentation, and one-on-one training.",11/25/22,Grand Island,NE,68801,68641.78181076673,99835.17476732162
3170,Software Engineer (Remote Work Options),https://www.indeed.com/rc/clk?jk=fdfd4880ee0af4cf&fccid=b451154311310673&vjs=3,https://www.indeed.com/cmp/Shelter-Insurance,Shelter Insurance,3.7,"Full-time
+1","Develop, test, maintain and document software to meet the needs of our business community.",12/12/22,Marlborough,MA,01752 ,68640.0,99835.17476732162
3171,2023 University Graduate - Software Development Engineer 1,https://www.indeed.com/rc/clk?jk=5d518aade2b7c744&fccid=f89deb5a97c7738a&vjs=3,https://www.indeed.com/cmp/Adobe,Adobe,4.3,Full-time,"Adobe is seeking talented and passionate Software Engineer across all organizations to help plan, design, develop, and test software systems or applications for…",11/18/22,West Greenwich,RI,2817,68641.78181076673,99835.17476732162
3172,"Software Engineer, 2023 U.S. Graduate",https://www.indeed.com/rc/clk?jk=c599d90a1535f34d&fccid=e6d4ba9e2cfe7902&vjs=3,https://www.indeed.com/cmp/Atlassian,Atlassian,4.4,Full-time,"On day one, you will be a valued part of our development team, trusted to make changes to code that directly improve our products, while gaining deep technical…",11/14/22,Lake Orion,MI,48362,68641.78181076673,99835.17476732162
3175,Software Engineer- Recent Graduate,https://www.indeed.com/rc/clk?jk=b887eb6936849a06&fccid=978d9fd9799d55a8&vjs=3,https://www.indeed.com/cmp/Paypal,PayPal,3.9,Full-time,Code high-volume and scalable software (front-end and/or back-end focused).,11/14/22,Boston,MA,02109 ,68641.78181076673,99835.17476732162
3176,Integration Developer I - Remote,https://www.indeed.com/rc/clk?jk=ea14d7472e00adb2&fccid=14a2e8fddb8e31c4&vjs=3,https://www.indeed.com/cmp/Arkansas-Children's-Hospital,Arkansas Children's Hospital,4.0,Full-time,Evaluates existing components and systems to determine integration requirements and to ensure final solutions meet organizational needs.,12/11/22,South Paris,ME,4281,68641.78181076673,99835.17476732162
3179,Software Engineer Co-Op (Spring 2023 - Yarmouth),https://www.indeed.com/rc/clk?jk=5a748f5c432c9b73&fccid=70a994275a3b9062&vjs=3,https://www.indeed.com/cmp/Garmin,"Garmin International, Inc.",3.7,"Full-time
+1",Learn to perform software releases and software quality assurance activities.,11/14/22,Providence,RI,02903 ,1.0,99835.17476732162
3182,Frontend Engineer Apprenticeship,https://www.indeed.com/rc/clk?jk=fc594e77f35426e6&fccid=93eab1e2c6a91b62&vjs=3,https://www.indeed.com/cmp/Fetch,Fetch,3.6,"Full-time
+1",Experience with Tailwind CSS or similar utility-first CSS framework.,12/12/22,Grand Island,NE,68801,1.0,99835.17476732162
3183,Software Engineer,https://www.indeed.com/rc/clk?jk=e9b6de8a296af380&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,Full-time,"Ability to meet Microsoft, customer and/or government security screening requirements are required for this role.",12/11/22,Hartford,CT,06105 ,68641.78181076673,99835.17476732162
